model_group,config_id,variant,label,status,model,precision,framework,image,commit,isl,osl,conc,tp,ep,dp_attention,num_prompts,total_token_throughput,output_throughput,tput_per_gpu,output_tput_per_gpu,input_tput_per_gpu,mean_ttft_ms,mean_tpot_ms
dsr1_fp4,8k1k_c128,new,dsr1_8k1k_c128_new,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,lmsysorg/sglang-rocm:v0.5.13-rocm720-mi35x-20260612,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,128,8,1,false,384,26467.09810242362,2962.152359668465,3308.3872628029526,370.26904495855814,2938.1182178443946,3470.5803452300947,38.533045623266396
dsr1_fp4,8k1k_c128,old,dsr1_8k1k_c128_old,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,rocm/7.0:rocm7.0_ubuntu_22.04_sgl-dev-v0.5.2-rocm7.0-mi35x-20250915,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,128,8,1,false,384,12301.167678737414,1376.7256510419188,1537.6459598421768,172.09070638023985,1365.555253461937,7986.198944400409,82.66931422186683
dsr1_fp4,8k1k_c16,new,dsr1_8k1k_c16_new,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,lmsysorg/sglang-rocm:v0.5.13-rocm720-mi35x-20260612,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,16,8,1,false,48,10646.563025438181,1192.6665204666413,1330.8203781797727,149.08331505833016,1181.7370631214426,750.7985255554862,11.939031239776014
dsr1_fp4,8k1k_c16,old,dsr1_8k1k_c16_old,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,rocm/7.0:rocm7.0_ubuntu_22.04_sgl-dev-v0.5.2-rocm7.0-mi35x-20250915,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,16,8,1,false,48,5585.167900320206,625.670721150192,698.1459875400258,78.208840143774,619.9371473962518,2285.3990364965284,22.01556614081331
dsr1_fp4,8k1k_c256,new,dsr1_8k1k_c256_new,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,lmsysorg/sglang-rocm:v0.5.13-rocm720-mi35x-20260612,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,256,8,1,false,768,18245.020678909266,2020.0165647462916,2280.6275848636583,252.50207059328645,2028.125514270372,6441.069379597745,117.26587050319937
dsr1_fp4,8k1k_c256,old,dsr1_8k1k_c256_old,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,rocm/7.0:rocm7.0_ubuntu_22.04_sgl-dev-v0.5.2-rocm7.0-mi35x-20250915,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,256,8,1,false,768,12333.091479876568,1365.471134416461,1541.636434984571,170.68389180205762,1370.9525431825134,13365.40320807247,167.78576705963397
dsr1_fp4,8k1k_c32,new,dsr1_8k1k_c32_new,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,lmsysorg/sglang-rocm:v0.5.13-rocm720-mi35x-20260612,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,32,8,1,false,96,15232.550290376541,1693.3018313808261,1904.0687862970676,211.66272892260326,1692.4060573744644,1180.8534327283269,16.800191780430698
dsr1_fp4,8k1k_c32,old,dsr1_8k1k_c32_old,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,rocm/7.0:rocm7.0_ubuntu_22.04_sgl-dev-v0.5.2-rocm7.0-mi35x-20250915,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,32,8,1,false,96,7640.517421584632,849.3457691611897,955.064677698079,106.1682211451487,848.8964565529303,3297.243550819985,32.66729747546818
dsr1_fp4,8k1k_c4,new,dsr1_8k1k_c4_new,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,lmsysorg/sglang-rocm:v0.5.13-rocm720-mi35x-20260612,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,4,8,1,false,12,4037.4408037528683,444.3110890299882,504.68010046910854,55.53888612874852,449.14121434036,400.7396489032544,8.445002608120385
dsr1_fp4,8k1k_c4,old,dsr1_8k1k_c4_old,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,rocm/7.0:rocm7.0_ubuntu_22.04_sgl-dev-v0.5.2-rocm7.0-mi35x-20250915,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,4,8,1,false,12,2190.0671155093687,241.01185687632793,273.7583894386711,30.12648210954099,243.6319073291301,1238.241787805843,15.001978954919919
dsr1_fp4,8k1k_c64,new,dsr1_8k1k_c64_new,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,lmsysorg/sglang-rocm:v0.5.13-rocm720-mi35x-20260612,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,64,8,1,false,192,20759.17499725117,2306.624339842431,2594.8968746563964,288.32804248030385,2306.5688321760927,1881.9245370129163,24.905981563162985
dsr1_fp4,8k1k_c64,old,dsr1_8k1k_c64_old,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,rocm/7.0:rocm7.0_ubuntu_22.04_sgl-dev-v0.5.2-rocm7.0-mi35x-20250915,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,64,8,1,false,192,10022.822914041146,1113.6708125693356,1252.8528642551432,139.20885157116695,1113.6440126839764,4995.708249129772,50.67939469648688
dsr1_fp4,8k1k_c8,new,dsr1_8k1k_c8_new,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,lmsysorg/sglang-rocm:v0.5.13-rocm720-mi35x-20260612,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,8,8,1,false,24,6454.638295167854,730.4610461258835,806.8297868959818,91.30763076573544,715.5221561302463,522.8862192986222,9.940657356028659
dsr1_fp4,8k1k_c8,old,dsr1_8k1k_c8_old,success,/dev/shm/hf_hub_cache/models--amd--DeepSeek-R1-0528-MXFP4-Preview/snapshots/6c94c74df15d3eabd6cbc71bb12a2b31dae6f5ff,fp4,sglang,rocm/7.0:rocm7.0_ubuntu_22.04_sgl-dev-v0.5.2-rocm7.0-mi35x-20250915,a66f20e9d830cce9364db2fbbb033dc6c3e154c4,8192,1024,8,8,1,false,24,3576.657471228067,404.76457991814857,447.0821839035084,50.59557248976857,396.4866114137398,1482.9717306711245,17.416112373100713
